wl,#f,n,,wl,#f,k
"2,91036",103080031336330,"2,00854",,"2,91036",103080031336330,"0,00017"
"2,91375",102960102960103,"2,00847",,"2,91375",102960102960103,"0,00017"
"2,91715",102840100783299,"2,0084",,"2,91715",102840100783299,"0,00017"
"2,92056",102720026296327,"2,00833",,"2,92056",102720026296327,"0,00018"
"2,92398",102599880984138,"2,00826",,"2,92398",102599880984138,"0,00018"
"2,9274",102480016396803,"2,00819",,"2,9274",102480016396803,"0,00018"
"2,93083",102360082297506,"2,00812",,"2,93083",102360082297506,"0,00018"
"2,93427",102240080156223,"2,00805",,"2,93427",102240080156223,"0,00018"
"2,93772",102120011437441,"2,00798",,"2,93772",102120011437441,"0,00018"
"2,94118",101999877600147,"2,0079",,"2,94118",101999877600147,"0,00018"
"2,94464",101880026081287,"2,00783",,"2,94464",101880026081287,"0,00018"
"2,94811",101760110715000,"2,00776",,"2,94811",101760110715000,"0,00018"
"2,95159",101640132945294,"2,00769",,"2,95159",101640132945294,"0,00018"
"2,95508",101520094210647,"2,00761",,"2,95508",101520094210647,"0,00018"
"2,95858",101399995944000,"2,00754",,"2,95858",101399995944000,"0,00018"
"2,96209",101279839572734,"2,00747",,"2,96209",101279839572734,"0,00018"
"2,9656",101159967628810,"2,00739",,"2,9656",101159967628810,"0,00018"
"2,96912",101040038799375,"2,00732",,"2,96912",101040038799375,"0,00019"
"2,97265",100920054496829,"2,00724",,"2,97265",100920054496829,"0,00019"
"2,97619",100800016128003,"2,00717",,"2,97619",100800016128003,"0,00019"
"2,97974",100679925094136,"2,00709",,"2,97974",100679925094136,"0,00019"
"2,98329",100560119867663,"2,00702",,"2,98329",100560119867663,"0,00019"
"2,98686",100439926879733,"2,00694",,"2,98686",100439926879733,"0,00019"
"2,99043",100320020866564,"2,00687",,"2,99043",100320020866564,"0,00019"
"2,99401",100200066132044,"2,00679",,"2,99401",100200066132044,"0,00019"
"2,9976",100080064051241,"2,00671",,"2,9976",100080064051241,"0,00019"
"3,0012","99960015993602,6","2,00664",,"3,0012","99960015993602,6","0,00019"
"3,00481","99839923322938,9","2,00656",,"3,00481","99839923322938,9","0,00019"
"3,00842","99720118866381,7","2,00648",,"3,00842","99720118866381,7","0,00019"
"3,01205","99599940240035,9","2,0064",,"3,01205","99599940240035,9","0,00019"
"3,01568","99480050933786,1","2,00633",,"3,01568","99480050933786,1","0,00019"
"3,01932","99360120821906,9","2,00625",,"3,01932","99360120821906,9","0,0002"
"3,02297","99240151241990,5","2,00617",,"3,02297","99240151241990,5","0,0002"
"3,02663","99120143525967,8","2,00609",,"3,02663","99120143525967,8","0,0002"
"3,0303",99000099000099,"2,00601",,"3,0303",99000099000099,"0,0002"
"3,03398","98880018984963,6","2,00593",,"3,03398","98880018984963,6","0,0002"
"3,03767","98759904795451,8","2,00585",,"3,03767","98759904795451,8","0,0002"
"3,04136","98640082068548,3","2,00577",,"3,04136","98640082068548,3","0,0002"
"3,04507","98519902662336,2","2,00569",,"3,04507","98519902662336,2","0,0002"
"3,04878","98400015744002,5","2,00561",,"3,04878","98400015744002,5","0,0002"
"3,0525","98280098280098,3","2,00553",,"3,0525","98280098280098,3","0,0002"
"3,05623",98160151559274,"2,00545",,"3,05623",98160151559274,"0,0002"
"3,05998","98039856469650,1","2,00537",,"3,05998","98039856469650,1","0,0002"
"3,06373","97919855861972,2","2,00528",,"3,06373","97919855861972,2","0,0002"
"3,06748",97800148656226,"2,0052",,"3,06748",97800148656226,"0,00021"
"3,07125","97680097680097,7","2,00512",,"3,07125","97680097680097,7","0,00021"
"3,07503","97560023804645,8","2,00504",,"3,07503","97560023804645,8","0,00021"
"3,07882","97439928284212,8","2,00495",,"3,07882","97439928284212,8","0,00021"
"3,08261","97320128073288,6","2,00487",,"3,08261","97320128073288,6","0,00021"
"3,08642","97199992224000,6","2,00479",,"3,08642","97199992224000,6","0,00021"
"3,09023","97080152609999,9","2,0047",,"3,09023","97080152609999,9","0,00021"
"3,09406","96959981383683,6","2,00462",,"3,09406","96959981383683,6","0,00021"
"3,09789","96840107298838,9","2,00453",,"3,09789","96840107298838,9","0,00021"
"3,10174","96719905601372,1","2,00445",,"3,10174","96719905601372,1","0,00021"
"3,10559","96600001932000,1","2,00436",,"3,10559","96600001932000,1","0,00021"
"3,10945","96480084902474,7","2,00427",,"3,10945","96480084902474,7","0,00021"
"3,11333","96359846209685,5","2,00419",,"3,11333","96359846209685,5","0,00022"
"3,11721","96239906839770,2","2,0041",,"3,11721","96239906839770,2","0,00022"
"3,1211","96119957707218,6","2,00401",,"3,1211","96119957707218,6","0,00022"
"3,125",96000000000000,"2,00393",,"3,125",96000000000000,"0,00022"
"3,12891","95880034900332,7","2,00384",,"3,12891","95880034900332,7","0,00022"
"3,13283","95760063584682,2","2,00375",,"3,13283","95760063584682,2","0,00022"
"3,13676","95640087223759,5","2,00366",,"3,13676","95640087223759,5","0,00022"
"3,1407","95520106982519,8","2,00357",,"3,1407","95520106982519,8","0,00022"
"3,14465","95400124020161,2","2,00348",,"3,14465","95400124020161,2","0,00022"
"3,14861","95280139490124,2","2,00339",,"3,14861","95280139490124,2","0,00022"
"3,15259",95159852692548,"2,0033",,"3,15259",95159852692548,"0,00022"
"3,15657",95039869225140,"2,00321",,"3,15657",95039869225140,"0,00023"
"3,16056","94919887614853,1","2,00312",,"3,16056","94919887614853,1","0,00023"
"3,16456","94799908992087,4","2,00303",,"3,16456","94799908992087,4","0,00023"
"3,16857","94679934481485,4","2,00294",,"3,16857","94679934481485,4","0,00023"
"3,17259","94559965201932,8","2,00285",,"3,17259","94559965201932,8","0,00023"
"3,17662","94440002266560,1","2,00276",,"3,17662","94440002266560,1","0,00023"
"3,18066","94320046782743,2","2,00266",,"3,18066","94320046782743,2","0,00023"
"3,18471","94200099852105,9","2,00257",,"3,18471","94200099852105,9","0,00023"
"3,18878","94079867535546,5","2,00248",,"3,18878","94079867535546,5","0,00023"
"3,19285","93959941744836,1","2,00238",,"3,19285","93959941744836,1","0,00023"
"3,19693","93840027776648,2","2,00229",,"3,19693","93840027776648,2","0,00023"
"3,20102","93720126709611,3","2,0022",,"3,20102","93720126709611,3","0,00024"
"3,20513","93599947584029,4","2,0021",,"3,20513","93599947584029,4","0,00024"
"3,20924","93480076279742,3","2,00201",,"3,20924","93480076279742,3","0,00024"
"3,21337","93359930540211,7","2,00191",,"3,21337","93359930540211,7","0,00024"
"3,2175","93240093240093,2","2,00181",,"3,2175","93240093240093,2","0,00024"
"3,22165","93119985100802,4","2,00172",,"3,22165","93119985100802,4","0,00024"
"3,22581","92999897700112,5","2,00162",,"3,22581","92999897700112,5","0,00024"
"3,22997","92880119629594,1","2,00152",,"3,22997","92880119629594,1","0,00024"
"3,23415","92760076063262,4","2,00142",,"3,23415","92760076063262,4","0,00024"
"3,23834","92640056325154,3","2,00133",,"3,23834","92640056325154,3","0,00024"
"3,24254","92520061433320,8","2,00123",,"3,24254","92520061433320,8","0,00025"
"3,24675","92400092400092,4","2,00113",,"3,24675","92400092400092,4","0,00025"
"3,25098","92279866378753,5","2,00103",,"3,25098","92279866378753,5","0,00025"
"3,25521","92159952814104,2","2,00093",,"3,25521","92159952814104,2","0,00025"
"3,25945","92040068109650,4","2,00083",,"3,25945","92040068109650,4","0,00025"
"3,26371","91919931611570,9","2,00073",,"3,26371","91919931611570,9","0,00025"
"3,26797","91800108324127,8","2,00063",,"3,26797","91800108324127,8","0,00025"
"3,27225","91680036672014,7","2,00053",,"3,27225","91680036672014,7","0,00025"
"3,27654",91559999267520,"2,00043",,"3,27654",91559999267520,"0,00025"
"3,28084","91439997073920,1","2,00032",,"3,28084","91439997073920,1","0,00026"
"3,28515","91320031048810,6","2,00022",,"3,28515","91320031048810,6","0,00026"
"3,28947","91200102144114,4","2,00012",,"3,28947","91200102144114,4","0,00026"
"3,29381","91079934786766,7","2,00001",,"3,29381","91079934786766,7","0,00026"
"3,29815",90960083683277,"1,99991",,"3,29815",90960083683277,"0,00026"
"3,30251","90839997456480,1","1,9998",,"3,30251","90839997456480,1","0,00026"
"3,30688","90719953551383,8","1,9997",,"3,30688","90719953551383,8","0,00026"
"3,31126","90599952888024,5","1,99959",,"3,31126","90599952888024,5","0,00026"
"3,31565","90479996380800,1","1,99949",,"3,31565","90479996380800,1","0,00026"
"3,32005","90360084938479,8","1,99938",,"3,32005","90360084938479,8","0,00027"
"3,32447",90239948021790,"1,99927",,"3,32447",90239948021790,"0,00027"
"3,32889","90120130133467,9","1,99917",,"3,32889","90120130133467,9","0,00027"
"3,33333",90000090000090,"1,99906",,"3,33333",90000090000090,"0,00027"
"3,33778","89880099946671,2","1,99895",,"3,33778","89880099946671,2","0,00027"
"3,34225","89759892288129,3","1,99884",,"3,34225","89759892288129,3","0,00027"
"3,34672","89640005736960,4","1,99873",,"3,34672","89640005736960,4","0,00027"
"3,35121","89519904750821,3","1,99862",,"3,35121","89519904750821,3","0,00027"
"3,3557","89400125160175,2","1,99851",,"3,3557","89400125160175,2","0,00027"
"3,36022","89279868580033,5","1,9984",,"3,36022","89279868580033,5","0,00028"
"3,36474","89159935091567,3","1,99829",,"3,36474","89159935091567,3","0,00028"
"3,36927","89040059122599,2","1,99818",,"3,36927","89040059122599,2","0,00028"
"3,37382","88919977947845,5","1,99807",,"3,37382","88919977947845,5","0,00028"
"3,37838","88799957376020,5","1,99796",,"3,37838","88799957376020,5","0,00028"
"3,38295",88679998226400,"1,99784",,"3,38295",88679998226400,"0,00028"
"3,38753","88560101312755,9","1,99773",,"3,38753","88560101312755,9","0,00028"
"3,39213","88440006721440,5","1,99762",,"3,39213","88440006721440,5","0,00028"
"3,39674","88319977390085,8","1,9975",,"3,39674","88319977390085,8","0,00029"
"3,40136","88200014112002,3","1,99739",,"3,40136","88200014112002,3","0,00029"
"3,40599","88080117675037,2","1,99727",,"3,40599","88080117675037,2","0,00029"
"3,41064","87960030961930,9","1,99715",,"3,41064","87960030961930,9","0,00029"
"3,4153","87840014054402,3","1,99704",,"3,4153","87840014054402,3","0,00029"
"3,41997","87720067719892,3","1,99692",,"3,41997","87720067719892,3","0,00029"
"3,42466","87599936928045,4","1,9968",,"3,42466","87599936928045,4","0,00029"
"3,42936","87479879627685,6","1,99668",,"3,42936","87479879627685,6","0,0003"
"3,43407","87359896565882,5","1,99657",,"3,43407","87359896565882,5","0,0003"
"3,43879","87239988484321,5","1,99645",,"3,43879","87239988484321,5","0,0003"
"3,44353","87119903122667,7","1,99633",,"3,44353","87119903122667,7","0,0003"
"3,44828","86999895600125,3","1,99621",,"3,44828","86999895600125,3","0,0003"
"3,45304","86879966638092,8","1,99609",,"3,45304","86879966638092,8","0,0003"
"3,45781","86760116952637,7","1,99596",,"3,45781","86760116952637,7","0,0003"
"3,4626","86640097036908,7","1,99584",,"3,4626","86640097036908,7","0,0003"
"3,46741","86519909673214,3","1,99572",,"3,46741","86519909673214,3","0,00031"
"3,47222","86400055296035,4","1,9956",,"3,47222","86400055296035,4","0,00031"
"3,47705","86280036237615,2","1,99547",,"3,47705","86280036237615,2","0,00031"
"3,48189","86160102702842,4","1,99535",,"3,48189","86160102702842,4","0,00031"
"3,48675","86040008604000,9","1,99522",,"3,48675","86040008604000,9","0,00031"
"3,49162","85920002749440,1","1,9951",,"3,49162","85920002749440,1","0,00031"
"3,4965","85800085800085,8","1,99497",,"3,4965","85800085800085,8","0,00031"
"3,5014","85680013708802,2","1,99485",,"3,5014","85680013708802,2","0,00032"
"3,50631","85560033197292,9","1,99472",,"3,50631","85560033197292,9","0,00032"
"3,51124","85439901573233,4","1,99459",,"3,51124","85439901573233,4","0,00032"
"3,51617","85320106820773,8","1,99446",,"3,51617","85320106820773,8","0,00032"
"3,52113","85199921616072,1","1,99433",,"3,52113","85199921616072,1","0,00032"
"3,52609","85080074530145,3","1,9942",,"3,52609","85080074530145,3","0,00032"
"3,53107","84960082921040,9","1,99407",,"3,53107","84960082921040,9","0,00032"
"3,53607","84839949435390,1","1,99394",,"3,53607","84839949435390,1","0,00033"
"3,54108","84719915957843,4","1,99381",,"3,54108","84719915957843,4","0,00033"
"3,5461","84599983080003,4","1,99368",,"3,5461","84599983080003,4","0,00033"
"3,55114","84479913492568,6","1,99355",,"3,55114","84479913492568,6","0,00033"
"3,55619","84359947021953,3","1,99341",,"3,55619","84359947021953,3","0,00033"
"3,56125","84240084240084,2","1,99328",,"3,56125","84240084240084,2","0,00033"
"3,56633",84120089840256,"1,99315",,"3,56633",84120089840256,"0,00034"
"3,57143","83999966400013,4","1,99301",,"3,57143","83999966400013,4","0,00034"
"3,57654","83879951014108,6","1,99288",,"3,57654","83879951014108,6","0,00034"
"3,58166","83760044225303,3","1,99274",,"3,58166","83760044225303,3","0,00034"
"3,5868","83640013382402,1","1,9926",,"3,5868","83640013382402,1","0,00034"
"3,59195","83520093542504,8","1,99246",,"3,59195","83520093542504,8","0,00034"
"3,59712","83400053376034,2","1,99233",,"3,59712","83400053376034,2","0,00035"
"3,60231","83279895400451,4","1,99219",,"3,60231","83279895400451,4","0,00035"
"3,6075","83160083160083,2","1,99205",,"3,6075","83160083160083,2","0,00035"
"3,61272","83039925596226,7","1,99191",,"3,61272","83039925596226,7","0,00035"
"3,61795","82919885570557,9","1,99177",,"3,61795","82919885570557,9","0,00035"
"3,62319",82799963568016,"1,99162",,"3,62319",82799963568016,"0,00035"
"3,62845","82679932202455,6","1,99148",,"3,62845","82679932202455,6","0,00036"
"3,63372","82560021135365,4","1,99134",,"3,63372","82560021135365,4","0,00036"
"3,63901","82440004286880,2","1,9912",,"3,63901","82440004286880,2","0,00036"
"3,64431","82320109979666,9","1,99105",,"3,64431","82320109979666,9","0,00036"
"3,64964",82199888208152,"1,99091",,"3,64964",82199888208152,"0,00036"
"3,65497","82080017072643,6","1,99076",,"3,65497","82080017072643,6","0,00036"
"3,66032","81960047208987,2","1,99061",,"3,66032","81960047208987,2","0,00037"
"3,66569","81839981013124,4","1,99047",,"3,66569","81839981013124,4","0,00037"
"3,67107","81720043475063,1","1,99032",,"3,67107","81720043475063,1","0,00037"
"3,67647","81600013056002,1","1,99017",,"3,67647","81600013056002,1","0,00037"
"3,68189","81479892120622,8","1,99002",,"3,68189","81479892120622,8","0,00037"
"3,68732","81359903669874,1","1,98987",,"3,68732","81359903669874,1","0,00037"
"3,69276","81240048094108,5","1,98972",,"3,69276","81240048094108,5","0,00038"
"3,69822","81120106429579,6","1,98957",,"3,69822","81120106429579,6","0,00038"
"3,7037",81000081000081,"1,98942",,"3,7037",81000081000081,"0,00038"
"3,7092","80879974118408,3","1,98926",,"3,7092","80879974118408,3","0,00038"
"3,71471","80760005491680,4","1,98911",,"3,71471","80760005491680,4","0,00038"
"3,72024","80639958712341,1","1,98896",,"3,72024","80639958712341,1","0,00039"
"3,72578","80520052176993,8","1,9888",,"3,72578","80520052176993,8","0,00039"
"3,73134","80400070752062,3","1,98864",,"3,73134","80400070752062,3","0,00039"
"3,73692","80280016698243,5","1,98849",,"3,73692","80280016698243,5","0,00039"
"3,74251","80160106452621,4","1,98833",,"3,74251","80160106452621,4","0,00039"
"3,74813","80039913236734,1","1,98817",,"3,74813","80039913236734,1","0,0004"
"3,75375","79920079920079,9","1,98801",,"3,75375","79920079920079,9","0,0004"
"3,7594","79799968080012,8","1,98785",,"3,7594","79799968080012,8","0,0004"
"3,76506","79680005099520,3","1,98769",,"3,76506","79680005099520,3","0,0004"
"3,77074","79559980269124,9","1,98753",,"3,77074","79559980269124,9","0,0004"
"3,77644","79439895774856,7","1,98737",,"3,77644","79439895774856,7","0,00041"
"3,78215","79319963512816,8","1,9872",,"3,78215","79319963512816,8","0,00041"
"3,78788","79199974656008,1","1,98704",,"3,78788","79199974656008,1","0,00041"
"3,79363","79079931358619,6","1,98687",,"3,79363","79079931358619,6","0,00041"
"3,79939","78960043585944,1","1,98671",,"3,79939","78960043585944,1","0,00041"
"3,80518","78839897192774,1","1,98654",,"3,80518","78839897192774,1","0,00042"
"3,81098","78719909314664,5","1,98637",,"3,81098","78719909314664,5","0,00042"
"3,81679","78600080172081,8","1,98621",,"3,81679","78600080172081,8","0,00042"
"3,82263",78479999372160,"1,98604",,"3,82263",78479999372160,"0,00042"
"3,82848","78360080240722,2","1,98587",,"3,82848","78360080240722,2","0,00043"
"3,83436","78239914874972,6","1,9857",,"3,83436","78239914874972,6","0,00043"
"3,84025","78119914068094,5","1,98552",,"3,84025","78119914068094,5","0,00043"
"3,84615",78000078000078,"1,98535",,"3,84615",78000078000078,"0,00043"
"3,85208","77880002492160,1","1,98518",,"3,85208","77880002492160,1","0,00043"
"3,85802",77760094556275,"1,985",,"3,85802",77760094556275,"0,00044"
"3,86399","77639952484349,1","1,98483",,"3,86399","77639952484349,1","0,00044"
"3,86997","77519980775044,8","1,98465",,"3,86997","77519980775044,8","0,00044"
"3,87597","77399979876005,2","1,98447",,"3,87597","77399979876005,2","0,00044"
"3,88199","77279951777310,1","1,9843",,"3,88199","77279951777310,1","0,00045"
"3,88802","77160096913081,7","1,98412",,"3,88802","77160096913081,7","0,00045"
"3,89408",77040019722245,"1,98394",,"3,89408",77040019722245,"0,00045"
"3,90016","76919921234000,7","1,98376",,"3,90016","76919921234000,7","0,00045"
"3,90625",76800000000000,"1,98357",,"3,90625",76800000000000,"0,00045"
"3,91236","76680060117167,1","1,98339",,"3,91236","76680060117167,1","0,00046"
"3,9185","76559908128110,3","1,98321",,"3,9185","76559908128110,3","0,00046"
"3,92465","76439937319251,4","1,98302",,"3,92465","76439937319251,4","0,00046"
"3,93082","76319953597468,2","1,98284",,"3,93082","76319953597468,2","0,00046"
"3,93701","76199958852022,2","1,98265",,"3,93701","76199958852022,2","0,00047"
"3,94322","76079954960666,7","1,98246",,"3,94322","76079954960666,7","0,00047"
"3,94945","75959943789641,6","1,98227",,"3,94945","75959943789641,6","0,00047"
"3,9557","75839927193669,9","1,98208",,"3,9557","75839927193669,9","0,00047"
"3,96197","75719907015954,2","1,98189",,"3,96197","75719907015954,2","0,00048"
"3,96825","75600075600075,6","1,9817",,"3,96825","75600075600075,6","0,00048"
"3,97456","75480053137957,4","1,98151",,"3,97456","75480053137957,4","0,00048"
"3,98089","75360032555534,1","1,98131",,"3,98089","75360032555534,1","0,00048"
"3,98724","75240015649923,3","1,98112",,"3,98724","75240015649923,3","0,00049"
"3,99361","75120004206720,2","1,98092",,"3,99361","75120004206720,2","0,00049"
4,75000000000000,"1,98073",,4,75000000000000,"0,00049"
"4,00641","74880004792320,3","1,98053",,"4,00641","74880004792320,3","0,0005"
"4,01284","74760020334725,6","1,98033",,"4,01284","74760020334725,6","0,0005"
"4,01929","74640048366751,3","1,98013",,"4,01929","74640048366751,3","0,0005"
"4,02576","74520090616430,2","1,97993",,"4,02576","74520090616430,2","0,0005"
"4,03226","74399964288017,1","1,97973",,"4,03226","74399964288017,1","0,00051"
"4,03877","74280040705462,3","1,97952",,"4,03877","74280040705462,3","0,00051"
"4,04531","74159953130909,6","1,97932",,"4,04531","74159953130909,6","0,00051"
"4,05186","74040070486147,1","1,97911",,"4,05186","74040070486147,1","0,00051"
"4,05844","73920028385290,9","1,9789",,"4,05844","73920028385290,9","0,00052"
"4,06504","73800011808001,9","1,9787",,"4,06504","73800011808001,9","0,00052"
"4,07166","73680022398726,8","1,97849",,"4,07166","73680022398726,8","0,00052"
"4,0783","73560061790451,9","1,97828",,"4,0783","73560061790451,9","0,00053"
"4,08497","73439951823391,6","1,97806",,"4,08497","73439951823391,6","0,00053"
"4,09165","73320054256840,2","1,97785",,"4,09165","73320054256840,2","0,00053"
"4,09836","73200011712001,9","1,97764",,"4,09836","73200011712001,9","0,00054"
"4,10509","73080005554080,4","1,97742",,"4,10509","73080005554080,4","0,00054"
"4,11184","72960037355539,1","1,97721",,"4,11184","72960037355539,1","0,00054"
"4,11862","72839931821823,8","1,97699",,"4,11862","72839931821823,8","0,00054"
"4,12541","72720044795547,6","1,97677",,"4,12541","72720044795547,6","0,00055"
"4,13223","72600024684008,4","1,97655",,"4,13223","72600024684008,4","0,00055"
"4,13907","72480049866274,3","1,97633",,"4,13907","72480049866274,3","0,00055"
"4,14594","72359947321958,4","1,97611",,"4,14594","72359947321958,4","0,00056"
"4,15282","72240068194624,4","1,97588",,"4,15282","72240068194624,4","0,00056"
"4,15973","72120065485019,5","1,97566",,"4,15973","72120065485019,5","0,00056"
"4,16667","71999942400046,1","1,97543",,"4,16667","71999942400046,1","0,00057"
"4,17362","71880046578270,2","1,9752",,"4,17362","71880046578270,2","0,00057"
"4,1806","71760034444816,5","1,97497",,"4,1806","71760034444816,5","0,00057"
"4,1876","71640080236889,9","1,97474",,"4,1876","71640080236889,9","0,00058"
"4,19463","71520014876163,1","1,97451",,"4,19463","71520014876163,1","0,00058"
"4,20168","71400011424001,9","1,97428",,"4,20168","71400011424001,9","0,00058"
"4,20875","71280071280071,3","1,97405",,"4,20875","71280071280071,3","0,00059"
"4,21585","71160027040810,3","1,97381",,"4,21585","71160027040810,3","0,00059"
"4,22297","71040050012195,2","1,97357",,"4,22297","71040050012195,2","0,00059"
"4,23012","70919973901449,6","1,97333",,"4,23012","70919973901449,6","0,0006"
"4,23729","70799968848013,7","1,9731",,"4,23729","70799968848013,7","0,0006"
"4,24448","70680036188178,5","1,97285",,"4,24448","70680036188178,5","0,0006"
"4,2517","70560011289601,8","1,97261",,"4,2517","70560011289601,8","0,00061"
"4,25894","70440062550775,6","1,97237",,"4,25894","70440062550775,6","0,00061"
"4,26621","70320026440329,9","1,97212",,"4,26621","70320026440329,9","0,00061"
"4,2735","70200070200070,2","1,97188",,"4,2735","70200070200070,2","0,00062"
"4,28082","70080031395854,1","1,97163",,"4,28082","70080031395854,1","0,00062"
"4,28816","69960076116562,8","1,97138",,"4,28816","69960076116562,8","0,00063"
"4,29553","69840043021466,5","1,97113",,"4,29553","69840043021466,5","0,00063"
"4,30293","69719935021020,6","1,97087",,"4,30293","69719935021020,6","0,00063"
"4,31034","69600077952087,3","1,97062",,"4,31034","69600077952087,3","0,00064"
"4,31779","69479988605281,9","1,97036",,"4,31779","69479988605281,9","0,00064"
"4,32526","69359992231680,9","1,97011",,"4,32526","69359992231680,9","0,00064"
"4,33276","69239930206150,4","1,96985",,"4,33276","69239930206150,4","0,00065"
"4,34028","69119964610578,1","1,96959",,"4,34028","69119964610578,1","0,00065"
"4,34783","68999937900055,9","1,96932",,"4,34783","68999937900055,9","0,00066"
"4,3554","68880011020801,8","1,96906",,"4,3554","68880011020801,8","0,00066"
"4,363",68760027504011,"1,9688",,"4,363",68760027504011,"0,00066"
"4,37063","68639990115841,4","1,96853",,"4,37063","68639990115841,4","0,00067"
"4,37828","68520058105009,3","1,96826",,"4,37828","68520058105009,3","0,00067"
"4,38596","68400076608085,8","1,96799",,"4,38596","68400076608085,8","0,00068"
"4,39367","68280048342274,2","1,96772",,"4,39367","68280048342274,2","0,00068"
"4,40141","68159976007688,5","1,96745",,"4,40141","68159976007688,5","0,00069"
"4,40917","68040016601764,1","1,96717",,"4,40917","68040016601764,1","0,00069"
"4,41696","67920017387524,5","1,96689",,"4,41696","67920017387524,5","0,00069"
"4,42478","67799981016005,3","1,96662",,"4,42478","67799981016005,3","0,0007"
"4,43262","67680062807098,3","1,96634",,"4,43262","67680062807098,3","0,0007"
"4,4405","67559959464024,3","1,96605",,"4,4405","67559959464024,3","0,00071"
"4,4484","67439978419206,9","1,96577",,"4,4484","67439978419206,9","0,00071"
"4,45633","67319969571373,8","1,96548",,"4,45633","67319969571373,8","0,00072"
"4,46429","67199935488061,9","1,9652",,"4,46429","67199935488061,9","0,00072"
"4,47227","67080028710252,3","1,96491",,"4,47227","67080028710252,3","0,00072"
"4,48029","66959951253155,5","1,96462",,"4,48029","66959951253155,5","0,00073"
"4,48833","66840005079840,4","1,96433",,"4,48833","66840005079840,4","0,00073"
"4,4964","66720042700827,3","1,96403",,"4,4964","66720042700827,3","0,00074"
"4,5045","66600066600066,6","1,96373",,"4,5045","66600066600066,6","0,00074"
"4,51264","66479931924549,7","1,96344",,"4,51264","66479931924549,7","0,00075"
"4,5208","66359936294461,2","1,96314",,"4,5208","66359936294461,2","0,00075"
"4,52899","66239934289985,2","1,96283",,"4,52899","66239934289985,2","0,00076"
"4,53721","66119928325997,7","1,96253",,"4,53721","66119928325997,7","0,00076"
"4,54545",66000066000066,"1,96222",,"4,54545",66000066000066,"0,00077"
"4,55373","65880058765012,4","1,96192",,"4,55373","65880058765012,4","0,00077"
"4,56204","65760054712365,5","1,96161",,"4,56204","65760054712365,5","0,00078"
"4,57038","65640056187888,1","1,9613",,"4,57038","65640056187888,1","0,00078"
"4,57875","65520065520065,5","1,96098",,"4,57875","65520065520065,5","0,00079"
"4,58716","65399942448050,7","1,96067",,"4,58716","65399942448050,7","0,00079"
"4,59559","65279974932489,6","1,96035",,"4,59559","65279974932489,6","0,0008"
"4,60405","65160022154407,5","1,96003",,"4,60405","65160022154407,5","0,0008"
"4,61255","65039945366445,9","1,95971",,"4,61255","65039945366445,9","0,00081"
"4,62107","64920029343853,3","1,95938",,"4,62107","64920029343853,3","0,00081"
"4,62963","64799994816000,4","1,95906",,"4,62963","64799994816000,4","0,00082"
"4,63822","64679984994243,5","1,95873",,"4,63822","64679984994243,5","0,00082"
"4,64684","64560002065920,1","1,9584",,"4,64684","64560002065920,1","0,00083"
"4,65549","64440048201156,1","1,95806",,"4,65549","64440048201156,1","0,00084"
"4,66418","64319987650562,4","1,95773",,"4,66418","64319987650562,4","0,00084"
"4,6729","64199961480023,1","1,95739",,"4,6729","64199961480023,1","0,00085"
"4,68165","64079971804812,4","1,95705",,"4,68165","64079971804812,4","0,00085"
"4,69043","63960020723046,7","1,95671",,"4,69043","63960020723046,7","0,00086"
"4,69925","63839974464010,2","1,95637",,"4,69925","63839974464010,2","0,00086"
"4,7081","63719971963212,3","1,95602",,"4,7081","63719971963212,3","0,00087"
"4,71698","63600015264003,7","1,95567",,"4,71698","63600015264003,7","0,00088"
"4,7259","63479972068812,3","1,95532",,"4,7259","63479972068812,3","0,00088"
"4,73485","63359979724806,5","1,95497",,"4,73485","63359979724806,5","0,00089"
"4,74383","63240040220665,6","1,95461",,"4,74383","63240040220665,6","0,00089"
"4,75285","63120022723208,2","1,95425",,"4,75285","63120022723208,2","0,0009"
"4,7619",63000063000063,"1,95389",,"4,7619",63000063000063,"0,00091"
"4,77099","62880031188495,5","1,95353",,"4,77099","62880031188495,5","0,00091"
"4,78011","62760062006941,3","1,95316",,"4,78011","62760062006941,3","0,00092"
"4,78927","62640026559371,3","1,9528",,"4,78927","62640026559371,3","0,00092"
"4,79846","62520058518774,8","1,95243",,"4,79846","62520058518774,8","0,00093"
"4,80769","62400029952014,4","1,95205",,"4,80769","62400029952014,4","0,00094"
"4,81696",62279944197170,"1,95168",,"4,81696",62279944197170,"0,00094"
"4,82625","62160062160062,2","1,9513",,"4,82625","62160062160062,2","0,00095"
"4,83559",62039999255520,"1,95092",,"4,83559",62039999255520,"0,00096"
"4,84496","61920015851524,1","1,95053",,"4,84496","61920015851524,1","0,00096"
"4,85437",61799986404003,"1,95015",,"4,85437",61799986404003,"0,00097"
"4,86381","61680040955547,2","1,94976",,"4,86381","61680040955547,2","0,00098"
"4,87329",61560054911569,"1,94937",,"4,87329",61560054911569,"0,00099"
"4,88281","61440031457296,1","1,94897",,"4,88281","61440031457296,1","0,00099"
"4,89237","61319973755051,2","1,94858",,"4,89237","61319973755051,2","0,001"
"4,90196","61200009792001,6","1,94818",,"4,90196","61200009792001,6","0,00101"
"4,91159","61080016858084,7","1,94777",,"4,91159","61080016858084,7","0,00101"
"4,92126","60959998049280,1","1,94737",,"4,92126","60959998049280,1","0,00102"
